id,orig_idx,family,orig_rel,flip_rel,orig_label,flip_label,statement,ground_truth,prediction,correct,raw_output,image_url,thinking_likely,retries
1664,1664,FB,in front of,behind,False,True,The suitcase is behind the refrigerator.,True,False,False,False,http://images.cocodataset.org/train2017/000000321879.jpg,0,0
1662,1662,PP,parallel to,perpendicular to,True,False,The car is perpendicular to the motorcycle.,False,False,True,False,http://images.cocodataset.org/train2017/000000326689.jpg,0,0
1665,1665,FB,in front of,behind,True,False,The refrigerator is behind the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000452909.jpg,0,0
1663,1663,PP,perpendicular to,parallel to,False,True,The knife is parallel to the carrot.,True,False,False,False,http://images.cocodataset.org/train2017/000000213881.jpg,0,0
1666,1666,LR,at the left side of,at the right side of,False,True,The cat is at the right side of the left side of the teddy bear.,True,True,True,"The statement ""The cat is at the right side of the left side of the teddy bear"" is **True**.

**Reasoning:**
1.  **""The left side of the teddy bear""**: From the viewer's perspective, the left side of the image contains the teddy bear's right",http://images.cocodataset.org/train2017/000000383494.jpg,1,0
1454,1454,LR,at the left side of,at the right side of,True,False,The chair is at the right side of the left side of the pizza.,False,,,"The statement claims that the chair is located at the right side of the left side of the pizza. The ""left side of the pizza"" refers to the left half of the image. The chair is visible in the background on the left side of the image, positioned behind the pizza. Since the chair is located within the",http://images.cocodataset.org/train2017/000000134769.jpg,1,3
1672,1672,FB,behind,in front of,False,True,The couch is in front of the person.,True,False,False,False,http://images.cocodataset.org/train2017/000000546210.jpg,0,0
1655,1655,LR,right of,left of,True,False,The cat is left of the dining table.,False,False,True,False,http://images.cocodataset.org/train2017/000000184116.jpg,0,0
1678,1678,FB,at the back of,in front of,True,False,The oven is in front of the back of the person.,False,False,True,"The statement is **False**.

**Reasoning:**
1.  **Identify the person and their orientation:** The chef is standing at the counter, facing towards the left side of the image. His back is facing the right side of the image.
2.  **Locate the oven:** The white microwave",http://images.cocodataset.org/train2017/000000168173.jpg,1,0
1683,1683,FB,behind,in front of,True,False,The boat is in front of the dining table.,False,False,True,False,http://images.cocodataset.org/train2017/000000554518.jpg,0,0
1687,1687,FB,behind,in front of,False,True,The teddy bear is in front of the book.,True,False,False,False,http://images.cocodataset.org/train2017/000000419443.jpg,0,0
1692,1692,FB,in front of,behind,True,False,The cow is behind the bench.,False,False,True,False,http://images.cocodataset.org/train2017/000000044621.jpg,0,0
1650,1650,FF,facing,facing away from,False,True,The chair is facing away from the hot dog.,True,False,False,"The statement is **False**.

**Reasoning:**
1.  **Identify the objects:** The image shows a hot dog in the foreground and a wooden chair (stool) in the background, positioned behind the table.
2.  **Determine orientation:** The chair is facing the table where the hot",http://images.cocodataset.org/train2017/000000257073.jpg,1,1
1667,1667,FB,behind,in front of,True,False,The elephant is in front of the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000060568.jpg,0,0
1695,1695,FB,behind,in front of,True,False,The bed is in front of the bicycle.,False,False,True,False,http://images.cocodataset.org/val2017/000000274687.jpg,0,0
1673,1673,LR,left of,right of,False,True,The bicycle is right of the person.,True,False,False,False,http://images.cocodataset.org/train2017/000000008794.jpg,0,0
1693,1693,LR,at the right side of,at the left side of,False,True,The person is at the left side of the right side of the laptop.,True,True,True,"The statement ""The person is at the left side of the right side of the laptop"" is **True**.

**Reasoning:**
1.  **""The right side of the laptop""**: This refers to the right half of the laptop (from the viewer's perspective).
2.  **""The person",http://images.cocodataset.org/train2017/000000504027.jpg,1,0
1682,1682,PP,perpendicular to,parallel to,False,True,The cow is parallel to the motorcycle.,True,False,False,"The statement ""The cow is parallel to the motorcycle"" is **False**.

**Reasoning:**
1.  **Orientation of the Cow:** The cow is positioned in the foreground and is facing towards the left side of the image. Its body is aligned roughly parallel to the picture plane (left-to-right).
2",http://images.cocodataset.org/train2017/000000186275.jpg,1,0
1701,1701,FB,behind,in front of,True,False,The person is in front of the donut.,False,False,True,False,http://images.cocodataset.org/train2017/000000555909.jpg,0,0
1729,1729,FB,in front of,behind,True,False,The dining table is behind the refrigerator.,False,False,True,False,http://images.cocodataset.org/train2017/000000240727.jpg,0,0
1703,1703,LR,at the left side of,at the right side of,False,True,The person is at the right side of the left side of the oven.,True,True,True,True,http://images.cocodataset.org/train2017/000000451274.jpg,0,0
1742,1742,FB,in front of,behind,True,False,The potted plant is behind the teddy bear.,False,False,True,False,http://images.cocodataset.org/train2017/000000082512.jpg,0,0
1698,1698,LR,at the right side of,at the left side of,True,False,The dog is at the left side of the right side of the toilet.,False,True,False,"The statement ""The dog is at the left side of the right side of the toilet"" is **True**.

**Reasoning:**
1.  **""The right side of the toilet""**: From the viewer's perspective, the toilet is on the left and the dog is on the right. Therefore, the",http://images.cocodataset.org/train2017/000000039913.jpg,1,0
1741,1741,LR,at the left side of,at the right side of,False,True,The chair is at the right side of the left side of the tv.,True,False,False,"The statement ""The chair is at the right side of the left side of the tv"" is **False**.

**Reasoning:**
1.  **Identify the objects:** The image shows a television in the background and a chair to the right of the television.
2.  **Analyze the spatial relationship",http://images.cocodataset.org/train2017/000000058254.jpg,1,0
1704,1704,LR,right of,left of,False,True,The teddy bear is left of the dog.,True,True,True,True,http://images.cocodataset.org/train2017/000000529411.jpg,0,0
1760,1760,FF,facing,facing away from,True,False,The person is facing away from the bed.,False,False,True,False,http://images.cocodataset.org/train2017/000000514254.jpg,0,0
1748,1748,FB,in front of,behind,False,True,The person is behind the dining table.,True,True,True,True,http://images.cocodataset.org/train2017/000000199913.jpg,0,0
1753,1753,FB,in front of,behind,True,False,The horse is behind the train.,False,False,True,False,http://images.cocodataset.org/train2017/000000318671.jpg,0,0
1762,1762,FB,behind,in front of,True,False,The bus is in front of the dining table.,False,False,True,False,http://images.cocodataset.org/train2017/000000159403.jpg,0,0
1712,1712,LR,left of,right of,True,False,The dining table is right of the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000570968.jpg,0,1
1543,1543,FB,behind,in front of,False,True,The person is in front of the zebra.,True,,,"The user wants me to determine the truth value of the statement ""The person is in front of the zebra"" based on the image.

1.  **Identify the person:** There is a young boy in the image, wearing a blue shirt, positioned in the upper-left to center area of the frame.
2",http://images.cocodataset.org/val2017/000000025096.jpg,1,3
1711,1711,FB,in front of,behind,True,False,The clock is behind the cow.,False,False,True,False,http://images.cocodataset.org/val2017/000000180383.jpg,0,1
1772,1772,FB,in front of,behind,True,False,The laptop is behind the cat.,False,False,True,False,http://images.cocodataset.org/train2017/000000407386.jpg,0,0
1764,1764,FB,in front of,behind,True,False,The person is behind the donut.,False,True,False,True,http://images.cocodataset.org/train2017/000000092054.jpg,0,0
1763,1763,FB,behind,in front of,True,False,The chair is in front of the hot dog.,False,False,True,False,http://images.cocodataset.org/train2017/000000393428.jpg,0,0
1646,1646,LR,at the right side of,at the left side of,True,False,The dog is at the left side of the right side of the horse.,False,True,False,"The statement ""The dog is at the left side of the right side of the horse"" is **True**.

**Reasoning:**
1.  **Identify the subjects:** The image contains a horse on the left and a dog on the right.
2.  **Analyze the phrase ""right side of",http://images.cocodataset.org/train2017/000000300322.jpg,1,2
1773,1773,FF,facing away from,facing,False,True,The cat is facing the bed.,True,False,False,False,http://images.cocodataset.org/train2017/000000293276.jpg,0,0
1545,1545,LR,left of,right of,False,True,The pizza is right of the person.,True,False,False,"The statement ""The pizza is right of the person"" is **False**.

**Reasoning:**
1.  **Relative Position:** In the image, the pizza is located in the foreground, directly in front of the person's torso. It is not positioned to the side (left or right) of the person",http://images.cocodataset.org/train2017/000000293014.jpg,1,3
1786,1786,FB,behind,in front of,False,True,The motorcycle is in front of the parking meter.,True,False,False,False,http://images.cocodataset.org/train2017/000000115626.jpg,0,0
1792,1792,FF,facing,facing away from,True,False,The cat is facing away from the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000434385.jpg,0,0
1775,1775,PP,perpendicular to,parallel to,False,True,The book is parallel to the bed.,True,False,False,False,http://images.cocodataset.org/train2017/000000420450.jpg,0,0
1791,1791,LR,at the left side of,at the right side of,False,True,The teddy bear is at the right side of the left side of the dog.,True,True,True,"The statement ""The teddy bear is at the right side of the left side of the dog"" is **True**.

**Reasoning:**
1.  **""The left side of the dog""**: In the image, the dog is facing the right. The ""left side"" of the dog refers to",http://images.cocodataset.org/train2017/000000463670.jpg,1,0
1767,1767,LR,left of,right of,True,False,The keyboard is right of the cat.,False,False,True,False,http://images.cocodataset.org/train2017/000000501278.jpg,0,0
1795,1795,LR,at the left side of,at the right side of,False,True,The bench is at the right side of the left side of the cat.,True,False,False,"The statement ""The bench is at the right side of the left side of the cat"" is **False**.

**Reasoning:**
1.  **Analyze the spatial relationship:** The cat is sitting on the bench. Therefore, the bench is underneath the cat, not to its side.
2.  **",http://images.cocodataset.org/train2017/000000411668.jpg,1,0
1796,1796,FB,in front of,behind,True,False,The cake is behind the oven.,False,False,True,False,http://images.cocodataset.org/train2017/000000185777.jpg,0,0
1803,1803,FB,in front of,behind,True,False,The book is behind the teddy bear.,False,False,True,False,http://images.cocodataset.org/train2017/000000368811.jpg,0,0
1811,1811,FB,behind,in front of,True,False,The pizza is in front of the car.,False,True,False,True,http://images.cocodataset.org/train2017/000000419860.jpg,0,0
1822,1822,FF,facing,facing away from,True,False,The cat is facing away from the tv.,False,False,True,False,http://images.cocodataset.org/train2017/000000070033.jpg,0,0
1816,1816,FF,facing,facing away from,False,True,The book is facing away from the cat.,True,False,False,"The statement ""The book is facing away from the cat"" is **False**.

**Reasoning:**
1.  **Orientation of the Book:** The book is lying flat on the couch. The spine of the book is visible on the left side, and the front cover (with the red and white design)",http://images.cocodataset.org/train2017/000000481313.jpg,1,0
1818,1818,LR,at the left side of,at the right side of,True,False,The zebra is at the right side of the left side of the person.,False,True,False,"The statement ""The zebra is at the right side of the left side of the person"" is **True**.

Here is the reasoning:
1.  **Identify the person's left side**: The person is facing the camera. His left side corresponds to the **right side of the image** (from the",http://images.cocodataset.org/train2017/000000171805.jpg,1,0
1826,1826,LR,at the left side of,at the right side of,True,False,The banana is at the right side of the left side of the donut.,False,False,True,"The statement ""The banana is at the right side of the left side of the donut"" is **False**.

Here is the reasoning:
1.  **Identify the objects**: The image shows a banana on the left, a donut in the center, and a glass of juice on the right.
2",http://images.cocodataset.org/train2017/000000535013.jpg,1,0
1833,1833,LR,at the right side of,at the left side of,False,True,The person is at the left side of the right side of the bench.,True,True,True,"The statement ""The person is at the left side of the right side of the bench"" is **True**.

**Reasoning:**
1.  **Identify the bench:** The wooden bench is located on the right side of the image.
2.  **Identify the ""right side of the bench"":",http://images.cocodataset.org/train2017/000000574804.jpg,1,0
1815,1815,PP,parallel to,perpendicular to,True,False,The bicycle is perpendicular to the motorcycle.,False,False,True,"The statement ""The bicycle is perpendicular to the motorcycle"" is **False**.

**Reasoning:**
1.  **Orientation of the Motorcycle:** The motorcycle is parked parallel to the brick wall in the background. Its longitudinal axis (the line running from the front wheel to the rear wheel) runs horizontally across the image",http://images.cocodataset.org/train2017/000000223930.jpg,1,0
1813,1813,FB,in front of,behind,False,True,The couch is behind the backpack.,True,True,True,True,http://images.cocodataset.org/train2017/000000433110.jpg,0,0
1812,1812,FB,behind,in front of,False,True,The couch is in front of the banana.,True,False,False,False,http://images.cocodataset.org/train2017/000000481313.jpg,0,0
1835,1835,FB,in front of,behind,False,True,The dog is behind the motorcycle.,True,True,True,True,http://images.cocodataset.org/train2017/000000253260.jpg,0,0
1829,1829,LR,at the right side of,at the left side of,True,False,The giraffe is at the left side of the right side of the person.,False,True,False,"The statement ""The giraffe is at the left side of the right side of the person"" is **True**.

Here is the reasoning:
1.  **""The right side of the person""**: In the image, the person is facing the giraffe (to the right). Therefore, the person's right",http://images.cocodataset.org/train2017/000000517318.jpg,1,0
1855,1855,FB,in front of,behind,False,True,The umbrella is behind the potted plant.,True,False,False,"The statement ""The umbrella is behind the potted plant"" is **False**.

**Reasoning:**
1.  **Identify the objects:** The ""potted plant"" is the large green plant in the white pot on the left side of the image. The ""umbrella"" refers to the blue object",http://images.cocodataset.org/train2017/000000482848.jpg,1,0
1861,1861,FB,in front of,behind,False,True,The cat is behind the tv.,True,False,False,False,http://images.cocodataset.org/train2017/000000351550.jpg,0,0
1747,1747,LR,at the left side of,at the right side of,True,False,The dining table is at the right side of the left side of the person.,False,True,False,"The statement ""The dining table is at the right side of the left side of the person"" is **True**.

**Reasoning:**
1.  **Identify the person's orientation:** The woman in the image is facing the camera. Therefore, her **left side** corresponds to the **right side of",http://images.cocodataset.org/train2017/000000451240.jpg,1,0
1675,1675,FB,behind,in front of,False,True,The orange is in front of the apple.,True,False,False,"The statement ""The orange is in front of the apple"" is **False**.

**Reasoning:**
1.  **Identify the objects:** The image shows a display of fruit. On the left side, there is a box filled with oranges. On the right side, there is a box filled with apples",http://images.cocodataset.org/train2017/000000079172.jpg,1,2
1866,1866,FB,behind,in front of,True,False,The microwave is in front of the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000255849.jpg,0,0
1869,1869,FB,in front of,behind,False,True,The orange is behind the banana.,True,True,True,True,http://images.cocodataset.org/train2017/000000207738.jpg,0,0
1865,1865,LR,at the right side of,at the left side of,True,False,The person is at the left side of the right side of the pizza.,False,True,False,"The statement ""The person is at the left side of the right side of the pizza"" is **True**.

**Reasoning:**
1.  **Identify the person's location:** The person (specifically their hands and torso) is located on the **right side** of the image.
2. ",http://images.cocodataset.org/train2017/000000072536.jpg,1,0
1860,1860,LR,at the left side of,at the right side of,True,False,The apple is at the right side of the left side of the person.,False,True,False,"The statement ""The apple is at the right side of the left side of the person"" is **True**.

**Reasoning:**
1.  **Identify the person's orientation:** The child is facing the camera. Therefore, the child's **left side** corresponds to the **right side of the image",http://images.cocodataset.org/val2017/000000473406.jpg,1,0
1839,1839,PP,perpendicular to,parallel to,False,True,The train is parallel to the bus.,True,False,False,"The user wants me to determine if the statement ""The train is parallel to the bus"" is true or false based on the image.

1.  **Identify the objects:**
    *   **Train:** There is a large white Shinkansen (bullet train) occupying the majority of the image, positioned on",http://images.cocodataset.org/train2017/000000409009.jpg,1,0
1890,1890,FB,behind,in front of,True,False,The person is in front of the keyboard.,False,True,False,True,http://images.cocodataset.org/train2017/000000062703.jpg,0,0
1900,1900,FB,behind,in front of,True,False,The airplane is in front of the car.,False,False,True,False,http://images.cocodataset.org/train2017/000000445408.jpg,0,0
1881,1881,FB,in front of,behind,True,False,The sandwich is behind the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000299643.jpg,0,0
1877,1877,FF,facing,facing away from,True,False,The laptop is facing away from the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000578572.jpg,0,0
1897,1897,LR,at the right side of,at the left side of,True,False,The bed is at the left side of the right side of the surfboard.,False,True,False,"The statement ""The bed is at the left side of the right side of the surfboard"" is **True**.

**Reasoning:**
1.  **Identify the objects:** The image shows a surfboard held vertically in the center and a bed located in the bottom right corner.
2.  **An",http://images.cocodataset.org/train2017/000000016458.jpg,1,0
1893,1893,FF,facing,facing away from,False,True,The teddy bear is facing away from the dog.,True,False,False,False,http://images.cocodataset.org/train2017/000000135202.jpg,0,0
1910,1910,FF,facing away from,facing,False,True,The person is facing the toaster.,True,True,True,True,http://images.cocodataset.org/train2017/000000174496.jpg,0,0
1909,1909,FB,in front of,behind,True,False,The bench is behind the refrigerator.,False,False,True,False,http://images.cocodataset.org/train2017/000000497591.jpg,0,0
1915,1915,FB,behind,in front of,False,True,The oven is in front of the cake.,True,False,False,False,http://images.cocodataset.org/train2017/000000504747.jpg,0,0
1911,1911,FF,facing away from,facing,True,False,The bench is facing the parking meter.,False,True,False,"The user wants me to determine if the statement ""The bench is facing the parking meter"" is true based on the image.

1.  **Analyze the image content:**
    *   **Foreground:** A large, grey parking meter is the central subject. It is facing the camera.
    *   **Background",http://images.cocodataset.org/val2017/000000333956.jpg,1,0
1905,1905,FF,facing,facing away from,True,False,The teddy bear is facing away from the person.,False,True,False,True,http://images.cocodataset.org/train2017/000000002839.jpg,0,0
1644,1644,LR,at the left side of,at the right side of,False,True,The parking meter is at the right side of the left side of the car.,True,False,False,False,http://images.cocodataset.org/train2017/000000428769.jpg,0,1
1856,1856,FB,behind,in front of,True,False,The wine glass is in front of the sandwich.,False,False,True,False,http://images.cocodataset.org/val2017/000000567825.jpg,0,0
1934,1934,FF,facing,facing away from,True,False,The person is facing away from the laptop.,False,False,True,False,http://images.cocodataset.org/train2017/000000294083.jpg,0,0
1920,1920,FB,behind,in front of,True,False,The truck is in front of the dog.,False,False,True,False,http://images.cocodataset.org/train2017/000000192799.jpg,0,0
1926,1926,FB,behind,in front of,False,True,The tv is in front of the airplane.,True,True,True,"The statement ""The tv is in front of the airplane"" is **True**.

**Reasoning:**
1.  **Identify the objects:** The image shows a television set in the foreground and a framed picture of an airplane hanging on the wall in the background.
2.  **Determine spatial relationship:**",http://images.cocodataset.org/train2017/000000379612.jpg,1,0
1942,1942,PP,parallel to,perpendicular to,False,True,The motorcycle is perpendicular to the bus.,True,False,False,"The user wants me to determine if the statement ""The motorcycle is perpendicular to the bus"" is true or false based on the image.

1.  **Identify the motorcycle**: There is a prominent yellow motorcycle in the foreground, ridden by a paramedic. It is angled diagonally, facing towards the left of the",http://images.cocodataset.org/train2017/000000055303.jpg,1,0
1876,1876,LR,right of,left of,False,True,The person is left of the keyboard.,True,True,True,"The user wants to know if the statement ""The person is left of the keyboard"" is true based on the image.

1.  **Identify the objects**: The image shows a person (a man) and a keyboard.
2.  **Locate the keyboard**: The keyboard is in the immediate foreground, at",http://images.cocodataset.org/train2017/000000499024.jpg,1,1
1935,1935,FB,behind,in front of,True,False,The fire hydrant is in front of the dog.,False,False,True,False,http://images.cocodataset.org/train2017/000000548734.jpg,0,0
1954,1954,LR,at the left side of,at the right side of,False,True,The carrot is at the right side of the left side of the cat.,True,True,True,"The statement ""The carrot is at the right side of the left side of the cat"" is **True**.

**Reasoning:**
1.  **""The left side of the cat""**: This refers to the left side of the image (the cat's right side), which is the grey fur area.
",http://images.cocodataset.org/train2017/000000249644.jpg,1,0
1937,1937,LR,at the right side of,at the left side of,False,True,The orange is at the left side of the right side of the umbrella.,True,False,False,"The statement is **False**.

**Reasoning:**
1.  **Identify the objects:** The image shows a green alien figure holding a blue cocktail umbrella. The alien has two orange hands (or ""oranges"" as referred to in the statement).
2.  **Locate the ""right side of",http://images.cocodataset.org/train2017/000000423065.jpg,1,0
1939,1939,FF,facing away from,facing,True,False,The person is facing the refrigerator.,False,False,True,False,http://images.cocodataset.org/train2017/000000272253.jpg,0,0
1957,1957,LR,at the right side of,at the left side of,True,False,The person is at the left side of the right side of the laptop.,False,True,False,"The statement ""The person is at the left side of the right side of the laptop"" is **True**.

**Reasoning:**
1.  **Identify the laptop:** The laptop is the silver device with the open screen located on the left side of the desk.
2.  **Identify the """,http://images.cocodataset.org/val2017/000000345252.jpg,1,0
1959,1959,FB,at the back of,in front of,True,False,The person is in front of the back of the dining table.,False,False,True,False,http://images.cocodataset.org/train2017/000000143154.jpg,0,0
1963,1963,LR,left of,right of,True,False,The cat is right of the sink.,False,False,True,False,http://images.cocodataset.org/train2017/000000196307.jpg,0,0
1965,1965,FB,in front of,behind,True,False,The parking meter is behind the bus.,False,False,True,False,http://images.cocodataset.org/val2017/000000372317.jpg,0,0
1962,1962,LR,right of,left of,False,True,The potted plant is left of the train.,True,True,True,True,http://images.cocodataset.org/train2017/000000153832.jpg,0,0
1984,1984,FB,at the back of,in front of,False,True,The truck is in front of the back of the motorcycle.,True,False,False,False,http://images.cocodataset.org/train2017/000000301453.jpg,0,0
1978,1978,LR,at the left side of,at the right side of,True,False,The cake is at the right side of the left side of the person.,False,True,False,"The statement ""The cake is at the right side of the left side of the person"" is **True**.

**Reasoning:**
1.  **Identify the person's orientation:** The person is facing towards the left side of the image (profile view).
2.  **Identify the ""left side",http://images.cocodataset.org/train2017/000000074959.jpg,1,0
1956,1956,LR,at the right side of,at the left side of,False,True,The laptop is at the left side of the right side of the person.,True,True,True,"The statement ""The laptop is at the left side of the right side of the person"" is **True**.

**Reasoning:**
1.  **Orientation**: The person is lying in bed facing the desk, so their ""right side"" corresponds to the right side of the image.
2.  **Location",http://images.cocodataset.org/train2017/000000165040.jpg,1,0
1958,1958,FB,in front of,behind,False,True,The potted plant is behind the bench.,True,False,False,False,http://images.cocodataset.org/train2017/000000295686.jpg,0,1
1990,1990,FB,behind,in front of,False,True,The keyboard is in front of the cup.,True,False,False,False,http://images.cocodataset.org/train2017/000000561729.jpg,0,0
1630,1630,FB,behind,in front of,False,True,The airplane is in front of the person.,True,,,"The user wants me to determine the truth value of the statement ""The airplane is in front of the person"" based on the provided image.

1.  **Analyze the image content**: The image shows a large blue and yellow airplane, specifically a C-130 Hercules used by the Blue Angels (known as",http://images.cocodataset.org/train2017/000000543517.jpg,1,3
1971,1971,LR,at the right side of,at the left side of,True,False,The person is at the left side of the right side of the pizza.,False,True,False,"The statement ""The person is at the left side of the right side of the pizza"" is **True**.

**Reasoning:**
1.  **Identify the objects:** There is a pizza on the left side of the stove and a person standing on the right side of the image.
2.  **",http://images.cocodataset.org/train2017/000000225517.jpg,1,0
1993,1993,FB,in front of,behind,True,False,The couch is behind the suitcase.,False,False,True,False,http://images.cocodataset.org/train2017/000000053037.jpg,0,0
2006,2006,LR,left of,right of,True,False,The banana is right of the sandwich.,False,False,True,False,http://images.cocodataset.org/train2017/000000029994.jpg,0,0
1986,1986,FB,behind,in front of,True,False,The parking meter is in front of the motorcycle.,False,False,True,False,http://images.cocodataset.org/train2017/000000469770.jpg,0,0
2000,2000,FF,facing away from,facing,False,True,The cat is facing the tv.,True,True,True,True,http://images.cocodataset.org/train2017/000000087456.jpg,0,0
1949,1949,FF,facing,facing away from,True,False,The cow is facing away from the dog.,False,False,True,False,http://images.cocodataset.org/train2017/000000036345.jpg,0,0
1997,1997,FF,facing away from,facing,False,True,The cat is facing the toilet.,True,False,False,False,http://images.cocodataset.org/train2017/000000439486.jpg,0,0
1953,1953,FF,facing away from,facing,True,False,The cow is facing the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000146236.jpg,0,0
1999,1999,FF,facing,facing away from,True,False,The refrigerator is facing away from the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000116334.jpg,0,0
1951,1951,LR,at the left side of,at the right side of,False,True,The person is at the right side of the left side of the couch.,True,True,True,"The statement ""The person is at the right side of the left side of the couch"" is **True**.

**Reasoning:**
1.  **Identify the couch:** The couch is the large piece of furniture with brown cushions and a patterned seat.
2.  **Identify the ""left side",http://images.cocodataset.org/train2017/000000209493.jpg,1,0
2015,2015,FF,facing away from,facing,False,True,The couch is facing the laptop.,True,False,False,False,http://images.cocodataset.org/train2017/000000455975.jpg,0,0
2012,2012,LR,at the left side of,at the right side of,False,True,The person is at the right side of the left side of the couch.,True,True,True,"The statement ""The person is at the right side of the left side of the couch"" is **True**.

**Reasoning:**
1.  **Identify the couch's orientation:** The couch is positioned horizontally across the image. The ""left side of the couch"" refers to the left half of the image",http://images.cocodataset.org/train2017/000000022462.jpg,1,0
2027,2027,LR,left of,right of,True,False,The person is right of the toilet.,False,False,True,False,http://images.cocodataset.org/train2017/000000174071.jpg,0,0
2036,2036,LR,at the right side of,at the left side of,True,False,The person is at the left side of the right side of the donut.,False,False,True,"The statement ""The person is at the left side of the right side of the donut"" is **False**.

**Reasoning:**
1.  **Identify the objects:** The image shows a person (on the right side of the frame) holding a donut (in their hand, on the left",http://images.cocodataset.org/train2017/000000413791.jpg,1,0
2034,2034,FF,facing away from,facing,False,True,The bench is facing the parking meter.,True,False,False,False,http://images.cocodataset.org/train2017/000000544094.jpg,0,0
2024,2024,LR,at the left side of,at the right side of,False,True,The sink is at the right side of the left side of the cat.,True,False,False,"The statement ""The sink is at the right side of the left side of the cat"" is **False**.

**Reasoning:**
1.  **""The left side of the cat""**: This refers to the cat's left side. Since the cat is facing the camera, its left side is on the",http://images.cocodataset.org/train2017/000000178299.jpg,1,0
2009,2009,PP,parallel to,perpendicular to,True,False,The dining table is perpendicular to the bench.,False,False,True,"The user wants me to determine if the statement ""The dining table is perpendicular to the bench"" is true or false based on the image.

1.  **Identify the objects:**
    *   **Dining table:** There is a large wooden table in the foreground inside the room.
    *   **B",http://images.cocodataset.org/train2017/000000472930.jpg,1,0
2061,2061,FB,in front of,behind,True,False,The dog is behind the bed.,False,False,True,False,http://images.cocodataset.org/train2017/000000086215.jpg,0,0
2059,2059,PP,perpendicular to,parallel to,True,False,The car is parallel to the motorcycle.,False,False,True,"The user wants me to determine if the statement ""The car is parallel to the motorcycle"" is true or false based on the image.

1.  **Identify the objects:**
    *   **Car:** There is a black car (likely a taxi) in the background, driving on the road.
    *",http://images.cocodataset.org/train2017/000000385145.jpg,1,0
2067,2067,FB,in front of,behind,True,False,The remote is behind the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000502933.jpg,0,0
2056,2056,FB,behind,in front of,False,True,The person is in front of the dog.,True,False,False,False,http://images.cocodataset.org/train2017/000000320379.jpg,0,0
2048,2048,LR,right of,left of,True,False,The person is left of the refrigerator.,False,False,True,False,http://images.cocodataset.org/train2017/000000204987.jpg,0,0
2053,2053,LR,right of,left of,False,True,The cow is left of the clock.,True,False,False,False,http://images.cocodataset.org/train2017/000000087264.jpg,0,0
2079,2079,FB,behind,in front of,False,True,The pizza is in front of the sandwich.,True,False,False,False,http://images.cocodataset.org/train2017/000000040934.jpg,0,0
1834,1834,FB,in front of,behind,False,True,The person is behind the stop sign.,True,False,False,"The user wants me to determine if the statement ""The person is behind the stop sign"" is true or false based on the image.

1.  **Analyze the image content**: The image shows a vintage, painted metal cutout of a girl holding a sign.
2.  **Analyze the sign**: The",http://images.cocodataset.org/train2017/000000170180.jpg,1,3
2085,2085,LR,at the left side of,at the right side of,False,True,The person is at the right side of the left side of the dining table.,True,True,True,"The statement ""The person is at the right side of the left side of the dining table"" is **True**.

**Reasoning:**
1.  **Identify the person's location:** The person (indicated by the hand and arm) is positioned on the **right side** of the image.
2",http://images.cocodataset.org/train2017/000000172987.jpg,1,0
2094,2094,LR,right of,left of,False,True,The cow is left of the bench.,True,True,True,True,http://images.cocodataset.org/train2017/000000423455.jpg,0,0
2072,2072,FB,in front of,behind,True,False,The cat is behind the person.,False,False,True,False,http://images.cocodataset.org/train2017/000000465779.jpg,0,0
2096,2096,FB,behind,in front of,False,True,The parking meter is in front of the car.,True,True,True,True,http://images.cocodataset.org/train2017/000000372390.jpg,0,0
2088,2088,FB,at the back of,in front of,False,True,The teddy bear is in front of the back of the cat.,True,False,False,False,http://images.cocodataset.org/train2017/000000360178.jpg,0,0
1810,1810,FF,facing,facing away from,False,True,The bus is facing away from the dining table.,True,,,"The user wants me to determine the truth value of the statement ""The bus is facing away from the dining table"" based on the image.

1.  **Analyze the image content:**
    *   **Foreground:** A man is sitting at a table (dining table) with a plate of pastries (",http://images.cocodataset.org/train2017/000000131361.jpg,1,3
2099,2099,LR,at the right side of,at the left side of,True,False,The donut is at the left side of the right side of the dog.,False,False,True,False,http://images.cocodataset.org/train2017/000000108113.jpg,0,0
2068,2068,LR,left of,right of,True,False,The bowl is right of the pizza.,False,False,True,False,http://images.cocodataset.org/train2017/000000526536.jpg,0,0
2100,2100,FF,facing,facing away from,True,False,The bird is facing away from the book.,False,False,True,False,http://images.cocodataset.org/train2017/000000176180.jpg,0,0
1928,1928,FF,facing,facing away from,False,True,The umbrella is facing away from the bed.,True,,,"The user wants me to determine the truth value of the statement ""The umbrella is facing away from the bed"" based on the provided image.

1.  **Identify the objects:**
    *   **Bed:** There is a white wooden bed on the left side of the image.
    *   **Umb",http://images.cocodataset.org/train2017/000000553361.jpg,1,3
