id,statement,relation,ground_truth,prediction,correct,raw_output,image_url
1813,The couch is in front of the backpack.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000433110.jpg
1814,The person is touching the hot dog.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000554208.jpg
1815,The bicycle is parallel to the motorcycle.,parallel to,True,True,True, True,http://images.cocodataset.org/train2017/000000223930.jpg
1816,The book is facing the cat.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000481313.jpg
1817,The bird is on the bowl.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000531377.jpg
1818,The zebra is at the left side of the person.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000171805.jpg
1819,The dog is touching the sandwich.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000557780.jpg
1820,The horse is under the chair.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000572358.jpg
1821,The cat is in the middle of the dining table.,in the middle of,True,True,True, True,http://images.cocodataset.org/train2017/000000555574.jpg
1822,The cat is facing the tv.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000070033.jpg
1823,The suitcase is on the bed.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000249372.jpg
1824,The sandwich is in the bowl.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000109568.jpg
1825,The couch is above the umbrella.,above,False,False,True, False,http://images.cocodataset.org/train2017/000000503472.jpg
1826,The banana is at the left side of the donut.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000535013.jpg
1827,The dog is on the couch.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000069021.jpg
1828,The person is next to the banana.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000169858.jpg
1829,The giraffe is at the right side of the person.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000517318.jpg
1830,The elephant is touching the bus.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000345702.jpg
1831,The cat is touching the banana.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000279919.jpg
1832,The pizza is in the dog.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000364994.jpg
1833,The person is at the right side of the bench.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000574804.jpg
1834,The person is in front of the stop sign.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000170180.jpg
1835,The dog is in front of the motorcycle.,in front of,False,False,True, False,http://images.cocodataset.org/train2017/000000253260.jpg
1836,The sink contains the cat.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000089848.jpg
1837,The chair is far from the bear.,far from,False,False,True, False,http://images.cocodataset.org/train2017/000000417455.jpg
1838,The book is outside the train.,outside,True,False,False, False,http://images.cocodataset.org/train2017/000000268745.jpg
1839,The train is perpendicular to the bus.,perpendicular to,False,True,False, True,http://images.cocodataset.org/train2017/000000409009.jpg
1840,The toilet contains the teddy bear.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000078782.jpg
1841,The person is touching the donut.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000499024.jpg
1842,The dog is on the motorcycle.,on,False,False,True, False,http://images.cocodataset.org/val2017/000000472375.jpg
1843,The teddy bear is in the couch.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000033904.jpg
1844,The cake is under the laptop.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000087813.jpg
1845,The toilet is below the teddy bear.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000318365.jpg
1846,The cake is at the edge of the dining table.,at the edge of,False,True,False, True,http://images.cocodataset.org/train2017/000000157344.jpg
1847,The horse is far away from the bus.,far away from,True,True,True, True,http://images.cocodataset.org/train2017/000000263328.jpg
1848,The bed is below the teddy bear.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000521533.jpg
1849,The vase is beside the dog.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000117108.jpg
1850,The horse is far away from the bus.,far away from,False,True,False, True,http://images.cocodataset.org/train2017/000000460143.jpg
1851,The banana is on top of the car.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000349750.jpg
1852,The pizza is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000136672.jpg
1853,The cat is under the umbrella.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000453472.jpg
1854,The banana is touching the apple.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000451953.jpg
1855,The umbrella is in front of the potted plant.,in front of,False,False,True, False,http://images.cocodataset.org/train2017/000000482848.jpg
1856,The wine glass is behind the sandwich.,behind,True,True,True, True,http://images.cocodataset.org/val2017/000000567825.jpg
1857,The cat is far from the horse.,far from,False,True,False, True,http://images.cocodataset.org/train2017/000000220922.jpg
1858,The broccoli is at the side of the bowl.,at the side of,False,True,False, True,http://images.cocodataset.org/train2017/000000570518.jpg
1859,The bed is beside the remote.,beside,True,False,False, False,http://images.cocodataset.org/train2017/000000317458.jpg
1860,The apple is at the left side of the person.,at the left side of,True,True,True, True,http://images.cocodataset.org/val2017/000000473406.jpg
1861,The cat is in front of the tv.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000351550.jpg
1862,The dog is away from the couch.,away from,True,False,False, False,http://images.cocodataset.org/train2017/000000421689.jpg
1863,The oven is below the pizza.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000239444.jpg
1864,The tv is in the cow.,in,True,True,True, True,http://images.cocodataset.org/val2017/000000180383.jpg
1865,The person is at the right side of the pizza.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000072536.jpg
1866,The microwave is behind the person.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000255849.jpg
1867,The donut is touching the dining table.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000395225.jpg
1868,The dog is off the boat.,off,True,True,True, True,http://images.cocodataset.org/train2017/000000456825.jpg
1869,The orange is in front of the banana.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000207738.jpg
1870,The cake is above the oven.,above,False,False,True, False,http://images.cocodataset.org/train2017/000000315768.jpg
1871,The pizza is away from the cake.,away from,False,False,True, False,http://images.cocodataset.org/train2017/000000364190.jpg
1872,The hot dog is into the oven.,into,False,False,True, False,http://images.cocodataset.org/train2017/000000058677.jpg
1873,The backpack is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000566016.jpg
1874,The oven contains the pizza.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000157965.jpg
1875,The train is on top of the truck.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000211384.jpg
1876,The person is right of the keyboard.,right of,False,True,False, True,http://images.cocodataset.org/train2017/000000499024.jpg
1877,The laptop is facing the person.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000578572.jpg
1878,The cat is in the sink.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000410533.jpg
1879,The umbrella is touching the cat.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000308221.jpg
1880,The teddy bear is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000574461.jpg
1881,The sandwich is in front of the person.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000299643.jpg
1882,The dining table is beneath the teddy bear.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000099546.jpg
1883,The dining table is under the dog.,under,True,False,False, False,http://images.cocodataset.org/train2017/000000251752.jpg
1884,The horse is part of the bus.,part of,False,False,True, False,http://images.cocodataset.org/train2017/000000013943.jpg
1885,The bowl contains the cat.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000139416.jpg
1886,The boat is on the truck.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000457035.jpg
1887,The banana is touching the dining table.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000093469.jpg
1888,The umbrella is over the bed.,over,False,True,False, True,http://images.cocodataset.org/train2017/000000059174.jpg
1889,The bicycle is below the pizza.,below,False,False,True, False,http://images.cocodataset.org/train2017/000000051473.jpg
1890,The person is behind the keyboard.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000062703.jpg
1891,The bench is touching the handbag.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000560359.jpg
1892,The pizza is inside the oven.,inside,False,True,False, True,http://images.cocodataset.org/train2017/000000437948.jpg
1893,The teddy bear is facing the dog.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000135202.jpg
1894,The train contains the bicycle.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000073234.jpg
1895,The cow is touching the person.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000120007.jpg
1896,The dining table is under the cow.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000253674.jpg
1897,The bed is at the right side of the surfboard.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000016458.jpg
1898,The cake is across from the oven.,across from,False,True,False, True,http://images.cocodataset.org/train2017/000000409767.jpg
1899,The cat is in the middle of the teddy bear.,in the middle of,True,True,True, True,http://images.cocodataset.org/train2017/000000383494.jpg
1900,The airplane is behind the car.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000445408.jpg
1901,The microwave is touching the cat.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000019131.jpg
1902,The cake has as a part the person.,has as a part,True,True,True, True,http://images.cocodataset.org/train2017/000000355736.jpg
1903,The truck is over the cat.,over,True,True,True, True,http://images.cocodataset.org/train2017/000000023137.jpg
1904,The laptop is close to the orange.,close to,False,False,True, False,http://images.cocodataset.org/train2017/000000296153.jpg
1905,The teddy bear is facing the person.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000002839.jpg
1906,The car contains the dog.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000075283.jpg
1907,The person is off the laptop.,off,False,False,True, False,http://images.cocodataset.org/train2017/000000369208.jpg
1908,The person is surrounding the sandwich.,surrounding,False,False,True, False,http://images.cocodataset.org/train2017/000000412680.jpg
1909,The bench is in front of the refrigerator.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000497591.jpg
1910,The person is facing away from the toaster.,facing away from,False,False,True, False,http://images.cocodataset.org/train2017/000000174496.jpg
1911,The bench is facing away from the parking meter.,facing away from,True,True,True, True,http://images.cocodataset.org/val2017/000000333956.jpg
1912,The person is touching the teddy bear.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000136701.jpg
1913,The bed is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000466491.jpg
1914,The dog is touching the couch.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000329134.jpg
1915,The oven is behind the cake.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000504747.jpg
1916,The laptop is on the bed.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000209036.jpg
1917,The handbag is attached to the person.,attached to,True,True,True, True,http://images.cocodataset.org/train2017/000000159729.jpg
1918,The cat is touching the bench.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000004537.jpg
1919,The cake is attached to the train.,attached to,True,False,False, False,http://images.cocodataset.org/train2017/000000422960.jpg
1920,The truck is behind the dog.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000192799.jpg
1921,The person is touching the sandwich.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000261426.jpg
1922,The sandwich is beside the microwave.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000317798.jpg
1923,The bench is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000142719.jpg
1924,The donut is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000046438.jpg
1925,The cake is at the edge of the dining table.,at the edge of,False,True,False, True,http://images.cocodataset.org/train2017/000000042297.jpg
1926,The tv is behind the airplane.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000379612.jpg
1927,The book is on the bench.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000428035.jpg
1928,The umbrella is facing the bed.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000553361.jpg
1929,The person is on the elephant.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000500194.jpg
1930,The dog is far from the bench.,far from,True,True,True, True,http://images.cocodataset.org/train2017/000000548734.jpg
1931,The motorcycle is under the bird.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000155777.jpg
1932,The truck is on the couch.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000540547.jpg
1933,The cat is above the donut.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000046438.jpg
1934,The person is facing the laptop.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000294083.jpg
1935,The fire hydrant is behind the dog.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000548734.jpg
1936,The clock is part of the apple.,part of,True,True,True, True,http://images.cocodataset.org/val2017/000000407825.jpg
1937,The orange is at the right side of the umbrella.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000423065.jpg
1938,The dining table is touching the teddy bear.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000191772.jpg
1939,The person is facing away from the refrigerator.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000272253.jpg
1940,The dining table is under the dog.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000520361.jpg
1941,The cow is next to the bench.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000182032.jpg
1942,The motorcycle is parallel to the bus.,parallel to,False,True,False, True,http://images.cocodataset.org/train2017/000000055303.jpg
1943,The person is with the cow.,with,True,True,True, True,http://images.cocodataset.org/train2017/000000087739.jpg
1944,The laptop is opposite to the couch.,opposite to,True,True,True, True,http://images.cocodataset.org/train2017/000000018233.jpg
1945,The bird is in the book.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000160653.jpg
1946,The handbag is in the suitcase.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000020632.jpg
1947,The cat is touching the person.,touching,False,True,False, True,http://images.cocodataset.org/val2017/000000515025.jpg
1948,The bus is far away from the fire hydrant.,far away from,True,True,True, True,http://images.cocodataset.org/train2017/000000321642.jpg
1949,The cow is facing the dog.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000036345.jpg
1950,The oven contains the cake.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000185777.jpg
1951,The person is at the left side of the couch.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000209493.jpg
1952,The umbrella is next to the bed.,next to,False,False,True, False,http://images.cocodataset.org/train2017/000000029575.jpg
1953,The cow is facing away from the person.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000146236.jpg
1954,The carrot is at the left side of the cat.,at the left side of,False,False,True, False,http://images.cocodataset.org/train2017/000000249644.jpg
1955,The laptop is on the bed.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000407683.jpg
1956,The laptop is at the right side of the person.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000165040.jpg
1957,The person is at the right side of the laptop.,at the right side of,True,True,True, True,http://images.cocodataset.org/val2017/000000345252.jpg
1958,The potted plant is in front of the bench.,in front of,False,False,True, False,http://images.cocodataset.org/train2017/000000295686.jpg
1959,The person is at the back of the dining table.,at the back of,True,True,True, True,http://images.cocodataset.org/train2017/000000143154.jpg
1960,The motorcycle is beneath the cat.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000244712.jpg
1961,The laptop is above the cat.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000346207.jpg
1962,The potted plant is right of the train.,right of,False,False,True, False,http://images.cocodataset.org/train2017/000000153832.jpg
1963,The cat is left of the sink.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000196307.jpg
1964,The car is on the bed.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000206255.jpg
1965,The parking meter is in front of the bus.,in front of,True,True,True, True,http://images.cocodataset.org/val2017/000000372317.jpg
1966,The pizza is down from the person.,down from,True,True,True, True,http://images.cocodataset.org/train2017/000000101194.jpg
1967,The elephant is ahead of the car.,ahead of,False,True,False, True,http://images.cocodataset.org/train2017/000000453299.jpg
1968,The laptop is below the person.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000054273.jpg
1969,The donut is close to the keyboard.,close to,True,True,True, True,http://images.cocodataset.org/train2017/000000296567.jpg
1970,The dog is inside the suitcase.,inside,True,True,True, True,http://images.cocodataset.org/train2017/000000251608.jpg
1971,The person is at the right side of the pizza.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000225517.jpg
1972,The tv is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000315517.jpg
1973,The umbrella is outside the cat.,outside,False,False,True, False,http://images.cocodataset.org/train2017/000000249952.jpg
1974,The person is toward the keyboard.,toward,True,True,True, True,http://images.cocodataset.org/train2017/000000144705.jpg
1975,The person is beside the cat.,beside,True,True,True, True,http://images.cocodataset.org/val2017/000000492284.jpg
1976,The dining table is beneath the cat.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000029370.jpg
1977,The horse is on the cake.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000405998.jpg
1978,The cake is at the left side of the person.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000074959.jpg
1979,The person is on the bus.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000391117.jpg
1980,The person is on the bus.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000162355.jpg
1981,The cat is in the sink.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000286471.jpg
1982,The person is on top of the elephant.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000033625.jpg
1983,The backpack is on top of the cat.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000212868.jpg
1984,The truck is at the back of the motorcycle.,at the back of,False,True,False, True,http://images.cocodataset.org/train2017/000000301453.jpg
1985,The hot dog is below the couch.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000581451.jpg
1986,The parking meter is behind the motorcycle.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000469770.jpg
1987,The bed is close to the donut.,close to,True,True,True, True,http://images.cocodataset.org/val2017/000000192904.jpg
1988,The car is far from the chair.,far from,False,True,False, True,http://images.cocodataset.org/train2017/000000441083.jpg
1989,The cat is on the person.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000504774.jpg
1990,The keyboard is behind the cup.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000561729.jpg
1991,The person is out of the couch.,out of,False,False,True, False,http://images.cocodataset.org/train2017/000000134907.jpg
1992,The bed is across the couch.,across,False,False,True, False,http://images.cocodataset.org/train2017/000000031345.jpg
1993,The couch is in front of the suitcase.,in front of,True,False,False, False,http://images.cocodataset.org/train2017/000000053037.jpg
1994,The person is close to the cat.,close to,True,True,True, True,http://images.cocodataset.org/train2017/000000353968.jpg
1995,The couch is under the teddy bear.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000063347.jpg
1996,The cat is in the sink.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000311167.jpg
1997,The cat is facing away from the toilet.,facing away from,False,True,False, True,http://images.cocodataset.org/train2017/000000439486.jpg
1998,The dining table is away from the truck.,away from,True,False,False, False,http://images.cocodataset.org/train2017/000000388281.jpg
1999,The refrigerator is facing the person.,facing,True,True,True, True,http://images.cocodataset.org/train2017/000000116334.jpg
2000,The cat is facing away from the tv.,facing away from,False,True,False, True,http://images.cocodataset.org/train2017/000000087456.jpg
2001,The bird is below the bowl.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000160653.jpg
2002,The teddy bear is on top of the person.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000253550.jpg
2003,The cow is ahead of the bus.,ahead of,True,True,True, True,http://images.cocodataset.org/train2017/000000306581.jpg
2004,The teddy bear is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000054953.jpg
2005,The bed is beneath the suitcase.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000085637.jpg
2006,The banana is left of the sandwich.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000029994.jpg
2007,The person is below the hair drier.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000318497.jpg
2008,The zebra is behind the horse.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000568005.jpg
2009,The dining table is parallel to the bench.,parallel to,True,True,True, True,http://images.cocodataset.org/train2017/000000472930.jpg
2010,The pizza is in the oven.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000437948.jpg
2011,The scissors is alongside the person.,alongside,False,True,False, True,http://images.cocodataset.org/train2017/000000096073.jpg
2012,The person is at the left side of the couch.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000022462.jpg
2013,The oven is next to the pizza.,next to,False,False,True, False,http://images.cocodataset.org/train2017/000000494785.jpg
2014,The banana is on the orange.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000238989.jpg
2015,The couch is facing away from the laptop.,facing away from,False,True,False, True,http://images.cocodataset.org/train2017/000000455975.jpg
2016,The train is on the cake.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000199212.jpg
2017,The teddy bear is on top of the cake.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000153259.jpg
2018,The sheep is in the middle of the bed.,in the middle of,True,True,True, True,http://images.cocodataset.org/train2017/000000557254.jpg
2019,The banana is on the truck.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000423875.jpg
2020,The person is touching the cat.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000198308.jpg
2021,The dining table is on top of the bed.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000213008.jpg
2022,The car is on the couch.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000348913.jpg
2023,The motorcycle is behind the bird.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000155777.jpg
2024,The sink is at the left side of the cat.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000178299.jpg
2025,The cat is at the edge of the couch.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000569333.jpg
2026,The refrigerator contains the sandwich.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000318209.jpg
2027,The person is left of the toilet.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000174071.jpg
2028,The refrigerator is behind the orange.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000526364.jpg
2029,The pizza contains the oven.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000424588.jpg
2030,The bed is under the suitcase.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000520610.jpg
2031,The person is above the teddy bear.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000326853.jpg
2032,The bottle is touching the cat.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000254670.jpg
2033,The handbag is touching the book.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000541725.jpg
2034,The bench is facing away from the parking meter.,facing away from,False,True,False, True,http://images.cocodataset.org/train2017/000000544094.jpg
2035,The cat is part of the clock.,part of,True,True,True, True,http://images.cocodataset.org/train2017/000000394157.jpg
2036,The person is at the right side of the donut.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000413791.jpg
2037,The dining table is below the truck.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000268394.jpg
2038,The cat is on the bench.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000518782.jpg
2039,The horse is on the cake.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000513983.jpg
2040,The hot dog is at the right side of the cup.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000384463.jpg
2041,The keyboard is below the cat.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000073729.jpg
2042,The cat is on top of the laptop.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000522405.jpg
2043,The sandwich is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000287310.jpg
2044,The laptop is touching the bench.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000264250.jpg
2045,The couch is touching the laptop.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000209493.jpg
2046,The person is touching the keyboard.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000420922.jpg
2047,The refrigerator is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000336578.jpg
2048,The person is right of the refrigerator.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000204987.jpg
2049,The cat is on top of the toilet.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000216664.jpg
2050,The cat is touching the banana.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000259475.jpg
2051,The car is below the parking meter.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000231206.jpg
2052,The cup is on top of the dining table.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000398093.jpg
2053,The cow is right of the clock.,right of,False,True,False, True,http://images.cocodataset.org/train2017/000000087264.jpg
2054,The car is alongside the bus.,alongside,True,True,True, True,http://images.cocodataset.org/train2017/000000194158.jpg
2055,The person is over the bed.,over,True,True,True, True,http://images.cocodataset.org/train2017/000000320015.jpg
2056,The person is behind the dog.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000320379.jpg
2057,The backpack is on the cat.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000005577.jpg
2058,The car is away from the bear.,away from,True,True,True, True,http://images.cocodataset.org/train2017/000000046211.jpg
2059,The car is perpendicular to the motorcycle.,perpendicular to,True,True,True, True,http://images.cocodataset.org/train2017/000000385145.jpg
2060,The teddy bear is away from the dining table.,away from,True,False,False, False,http://images.cocodataset.org/train2017/000000385980.jpg
2061,The dog is in front of the bed.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000086215.jpg
2062,The suitcase is below the teddy bear.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000248168.jpg
2063,The cup is beside the laptop.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000413334.jpg
2064,The pizza is inside the oven.,inside,True,True,True, True,http://images.cocodataset.org/train2017/000000338289.jpg
2065,The person is against the couch.,against,False,True,False, True,http://images.cocodataset.org/train2017/000000180593.jpg
2066,The dog is at the side of the bed.,at the side of,True,True,True, True,http://images.cocodataset.org/train2017/000000420765.jpg
2067,The remote is in front of the person.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000502933.jpg
2068,The bowl is left of the pizza.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000526536.jpg
2069,The bear is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/val2017/000000519688.jpg
2070,The fire hydrant is beside the teddy bear.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000371295.jpg
2071,The person is outside the car.,outside,False,False,True, False,http://images.cocodataset.org/train2017/000000069559.jpg
2072,The cat is in front of the person.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000465779.jpg
2073,The pizza is attached to the person.,attached to,False,False,True, False,http://images.cocodataset.org/train2017/000000276753.jpg
2074,The laptop is beneath the cat.,beneath,True,True,True, True,http://images.cocodataset.org/train2017/000000346614.jpg
2075,The refrigerator is on the truck.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000032674.jpg
2076,The person is touching the hot dog.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000034785.jpg
2077,The bench is away from the banana.,away from,True,False,False, False,http://images.cocodataset.org/train2017/000000371739.jpg
2078,The bench is far away from the hot dog.,far away from,False,False,True, False,http://images.cocodataset.org/train2017/000000319061.jpg
2079,The pizza is behind the sandwich.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000040934.jpg
2080,The couch is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000389718.jpg
2081,The handbag is surrounding the cat.,surrounding,True,True,True, True,http://images.cocodataset.org/train2017/000000231022.jpg
2082,The car is far away from the hot dog.,far away from,True,False,False, False,http://images.cocodataset.org/train2017/000000374072.jpg
2083,The cat is at the edge of the chair.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000296188.jpg
